index_0,sample,value
0,23,0.5075235845252913
1,23,0.2909478719193275
2,23,0.4577666602591329
3,23,0.21564348919364335
4,23,-0.08577173727489634
5,23,0.5878223630787875
0,24,0.7027117698106993
1,24,0.41164564498654854
2,24,0.5595015804834423
3,24,0.400534826631822
4,24,0.022906873548110218
5,24,0.7528299767033894
0,25,0.73821067556773
1,25,0.5317179596552164
2,25,0.5958492723087787
3,25,0.40504852225631044
4,25,0.33179677530674323
5,25,0.7995576723377893
0,26,0.5312326043516886
1,26,0.3706244876171718
2,26,0.566498263575234
3,26,0.3456993687070634
4,26,0.040883534142759
5,26,0.7373284532699127
0,27,0.6128269207987633
1,27,0.2950325238301563
2,27,0.5040821377827941
3,27,0.23344752909553096
4,27,-0.006213531132282568
5,27,0.7839508578641583
0,28,0.6823606329408946
1,28,0.4515979113817185
2,28,0.6099471150196514
3,28,0.45512702141046507
4,28,0.025748352995221158
5,28,0.777245800915648
0,29,0.6349491461202645
1,29,0.30271161167251265
2,29,0.5296178373632159
3,29,0.3675879911979878
4,29,0.18583817877306524
5,29,0.7614161195596527
0,30,0.6460428267579579
1,30,0.4310600845861906
2,30,0.5809971105420988
3,30,0.38324001214478776
4,30,0.1028660865208364
5,30,0.668573619532487
0,31,0.7010499339759848
1,31,0.35016738455127394
2,31,0.593380872149301
3,31,0.35088930615254915
4,31,0.07274725904377816
5,31,0.6928331281849126
0,32,0.6221717528374984
1,32,0.43358164423800377
2,32,0.6062450589999931
3,32,0.31377489154140503
4,32,0.06403490174993662
5,32,0.7443361755665916
0,33,0.7178001585321426
1,33,0.41544319716678346
2,33,0.6540574049953537
3,33,0.35289834959415994
4,33,0.21500826341838636
5,33,0.6938197412741703
0,34,0.739418192256515
1,34,0.4078327057453102
2,34,0.5892818567669881
3,34,0.4698547145632421
4,34,0.07812197786977809
5,34,0.899360560873242
0,35,0.8324695619492652
1,35,0.6086932092545021
2,35,0.8235538882565442
3,35,0.525377588699606
4,35,0.27617026344840373
5,35,0.8770463831946285
0,36,0.7840054430293781
1,36,0.47893186033601604
2,36,0.6806053871326669
3,36,0.4387581998855216
4,36,0.27057402632896715
5,36,0.888428374327219
0,37,0.6367231109208186
1,37,0.42898219347102
2,37,0.5904604425513311
3,37,0.46598048379656554
4,37,0.19055040205064283
5,37,0.7560598610230106
0,38,0.8720199794055432
1,38,0.5054158420931223
2,38,0.7303752093391576
3,38,0.396405592411717
4,38,0.19613794492025483
5,38,0.8634841205286995
0,39,0.8902548545846339
1,39,0.6538743014467601
2,39,0.7045539755803822
3,39,0.5347679371865495
4,39,0.24632691380801694
5,39,0.9551950856825329
0,40,0.6581381918202148
1,40,0.4574360895671086
2,40,0.6163668741155998
3,40,0.3731175167036582
4,40,0.12714644339588066
5,40,0.7508552107010957
0,41,0.6501555354176132
1,41,0.3807207345934317
2,41,0.5718998779846497
3,41,0.4024991315314296
4,41,0.16439750736048941
5,41,0.7999233274214694
0,42,0.5631396356147702
1,42,0.27901638543298424
2,42,0.47294197838135865
3,42,0.2617546115674947
4,42,0.07364047143958344
5,42,0.6863233894293793
0,43,0.5313951570015106
1,43,0.3114830552557494
2,43,0.5623758250943243
3,43,0.29885612749066137
4,43,0.09301099645036773
5,43,0.5965027521686103
0,44,0.5833205684612641
1,44,0.2360574311579246
2,44,0.5395916926233344
3,44,0.2915228910923632
4,44,-0.06141566397692111
5,44,0.6906287393542075
0,45,0.5054830467978694
1,45,0.18304678038848782
2,45,0.4215882117027469
3,45,0.20709338502299707
4,45,-0.04219181017611395
5,45,0.5803172617159469
0,46,0.36777993846438334
1,46,0.18930320349591095
2,46,0.3776465236138087
3,46,0.21805936317889535
4,46,-0.24459875175486537
5,46,0.5212872162643605
0,47,0.20651367321304637
1,47,0.045414379457273835
2,47,0.20176069380375905
3,47,-0.034762410319055664
4,47,-0.21162200310020993
5,47,0.3858041355984005
0,48,0.35935459153798155
1,48,0.06144888595606521
2,48,0.2781238511702546
3,48,0.15120694564647258
4,48,-0.21466354296082557
5,48,0.39711537214409864
0,49,0.277632364012394
1,49,0.08895979811205218
2,49,0.1967191731237422
3,49,0.011532827621277497
4,49,-0.23738221596937914
5,49,0.35858591398684136
0,50,0.1640223983030601
1,50,-0.15874617417741543
2,50,0.10790973337564683
3,50,-0.16073461675684442
4,50,-0.2124409831678623
5,50,0.29144404999949663
0,51,0.10471151208285731
1,51,-0.08879466255590995
2,51,0.10601043759721593
3,51,-0.13281669439009353
4,51,-0.42409169224034604
5,51,0.27675297248975883
0,52,0.1061114723891618
1,52,-0.10306622203187221
2,52,0.018911298021512223
3,52,-0.16989912140181163
4,52,-0.4829809339624106
5,52,0.27619848701609634
0,53,0.13884818475154992
1,53,-0.13910058730515318
2,53,-0.04414398553565402
3,53,-0.23578783422901775
4,53,-0.3083814526521012
5,53,0.11608812822764186
0,54,0.06210551404671805
1,54,-0.2356419945654032
2,54,0.01533685790414091
3,54,-0.25894722455326413
4,54,-0.5048239779017778
5,54,0.10700749140544501
0,55,0.11982262808682745
1,55,-0.15993388827967403
2,55,0.10565773263978481
3,55,-0.1543714152195268
4,55,-0.4009333457634604
5,55,0.1592662915802292
0,56,0.13678452138383462
1,56,-0.03374267555994137
2,56,0.08582587265730468
3,56,-0.031945138775269444
4,56,-0.27469598943933515
5,56,0.2877584092400703
0,57,0.1276941700149432
1,57,-0.13427557552891042
2,57,0.041867879018479104
3,57,-0.1723174941018663
4,57,-0.24161663381405196
5,57,0.18026017059439317
0,58,0.19671855574236863
1,58,-0.08583954312667424
2,58,0.06623141195693297
3,58,-0.17750415920572354
4,58,-0.41359220566224075
5,58,0.29493425788940364
0,59,0.21813693759680847
1,59,-0.09388310429866034
2,59,0.08786695595717295
3,59,-0.13271265561499385
4,59,-0.4476665046216882
5,59,0.34436634906301367
0,60,0.128901109078155
1,60,-0.0018186767150654148
2,60,0.17171410869057135
3,60,-0.03488973367371151
4,60,-0.2757859714887634
5,60,0.2800398169336473
0,61,0.3290125563397407
1,61,0.10468669166045852
2,61,0.24929730742054687
3,61,0.08320881882072678
4,61,-0.16180782785729694
5,61,0.32255107656102816
0,62,0.3586429617188579
1,62,-0.08395462523037467
2,62,0.19244567020089776
3,62,0.014580500320740486
4,62,-0.24193483550398276
5,62,0.3471174331269381
0,63,0.22107444439264778
1,63,-0.1024015841770352
2,63,0.18488505367762514
3,63,-0.10317645225430627
4,63,-0.2411858002363143
5,63,0.3136645250822512
0,64,0.12701553793223702
1,64,-0.08613047436830196
2,64,0.027938286521744085
3,64,-0.06232956828471986
4,64,-0.2957367065958183
5,64,0.15058232323678905
0,65,0.13810456379735678
1,65,-0.07506051392978907
2,65,0.11271715645160058
3,65,-0.1394711648112832
4,65,-0.31869991707066214
5,65,0.2577886497727968
0,66,0.2971810707479117
1,66,-0.08589473063903164
2,66,0.15883525917696592
3,66,-0.06651829527955475
4,66,-0.28721563916734805
5,66,0.34188681024329526
0,67,0.3697781142990968
1,67,0.03062013981258449
2,67,0.20629466257136342
3,67,0.08334204686579788
4,67,-0.29651820740076507
5,67,0.3669947494227579
0,68,0.24848635491112292
1,68,-0.03869050342946981
2,68,0.20394940313712295
3,68,-0.0955918852975679
4,68,-0.2561335821927646
5,68,0.36624073545254676
0,69,0.432044146386546
1,69,0.10695097764516537
2,69,0.30057368744311974
3,69,0.06174719280564278
4,69,-0.2549993756778758
5,69,0.4173229742520868
0,70,0.32097894993066733
1,70,0.03456991237392107
2,70,0.2596883601742401
3,70,0.08453350531115139
4,70,-0.2543898272109616
5,70,0.34488675270809727
0,71,0.26392007484028235
1,71,-0.05670392077534181
2,71,0.16949843032058726
3,71,-0.08842495209446688
4,71,-0.31601145383722345
5,71,0.3410430858167938
0,72,0.19237393983194906
1,72,-0.018560049202644535
2,72,0.2067818385452606
3,72,0.022017974411775776
4,72,-0.3036945633200512
5,72,0.2902597742131312
0,73,0.11442574210832146
1,73,-0.09213456666020123
2,73,0.07256442057620494
3,73,-0.21507017382629068
4,73,-0.38106632067677
5,73,0.2428775052323182
0,74,0.1964855929981743
1,74,-0.0675124717904304
2,74,0.09094650623408107
3,74,-0.1393737651627167
4,74,-0.2895532938046574
5,74,0.3138033035530078
0,75,0.21384952515436445
1,75,-0.09839306993362651
2,75,0.11224747453970983
3,75,-0.17564069558869644
4,75,-0.3777869518310644
5,75,0.2443873258563018
0,76,0.2064098609378583
1,76,0.06061810089972916
2,76,0.19532108060118625
3,76,0.11684597463575758
4,76,-0.23656534164212972
5,76,0.3957143757519304
0,77,0.36625254534528995
1,77,0.04202408711470079
2,77,0.21930407432319513
3,77,0.05193357386904682
4,77,-0.3069003163444699
5,77,0.38510074196725974
0,78,0.27522224056046507
1,78,0.09436307272043967
2,78,0.19283251015153013
3,78,-0.07918942432541959
4,78,-0.28839921546291375
5,78,0.3403770075837008
0,79,0.27373715637014706
1,79,0.006113728542801122
2,79,0.2441668940538112
3,79,0.04535531566398987
4,79,-0.3780396589813687
5,79,0.3913306736722943
0,80,0.25526995336911107
1,80,-0.05183387651501156
2,80,0.14969931394400998
3,80,-0.10415136075727227
4,80,-0.3413789313750446
5,80,0.2784024892653939
0,81,0.31602082747432303
1,81,0.06290276903307082
2,81,0.2375911738698931
3,81,0.008372020276869951
4,81,-0.23435814187909354
5,81,0.4613876292533855
0,82,0.24220663800549969
1,82,0.04616895868563828
2,82,0.27601628384883203
3,82,-0.07484967044089924
4,82,-0.29466269858647415
5,82,0.3759562359912313
0,83,0.20259542082296475
1,83,0.10553669326076842
2,83,0.2527088352177377
3,83,-0.10636884010233283
4,83,-0.19175513514013987
5,83,0.3901117241017018
0,84,0.2681337925838415
1,84,-0.06652619848496122
2,84,0.2043945607123513
3,84,-0.0561856253543892
4,84,-0.29333324532619715
5,84,0.2805147633064098
0,85,0.21686053893241197
1,85,0.015100164496291646
2,85,0.13659835638708576
3,85,0.0030850206016209414
4,85,-0.21047168833800722
5,85,0.3671283197789406
0,86,0.2038757156784875
1,86,0.014300278113623582
2,86,0.09779145207114637
3,86,-0.16790830871198492
4,86,-0.3214997101055279
5,86,0.23710258362211079
0,87,0.08584427987959561
1,87,-0.09059034590075404
2,87,0.056283716827041974
3,87,-0.16836778526748825
4,87,-0.2504513339819018
5,87,0.22156996688266584
0,88,-0.041982673790386754
1,88,-0.19030790135125064
2,88,0.07102203723142106
3,88,-0.2969387003779397
4,88,-0.43231286856669965
5,88,0.2143813240674085
0,89,0.11550127305124039
1,89,-0.14903763943537693
2,89,0.08540833129699299
3,89,-0.18488185199231533
4,89,-0.4365798656912634
5,89,0.15940238479245844
0,90,0.11303994464775662
1,90,-0.021035976260316502
2,90,0.10570483837473499
3,90,-0.0777652283169683
4,90,-0.34468997125678746
5,90,0.18183672304022683
0,91,0.18104790797905046
1,91,-0.12443105318343287
2,91,0.062385752362698624
3,91,-0.09412012160659622
4,91,-0.2787335667490134
5,91,0.2717295075080609
0,92,0.18237582609332592
1,92,-0.020966929269094603
2,92,0.1385005580807363
3,92,-0.05106641503697337
4,92,-0.3213215867851965
5,92,0.3202503161384396
0,93,0.2666270138676027
1,93,0.06756962781595427
2,93,0.2302718716985579
3,93,-0.02519292688083414
4,93,-0.27023544243509995
5,93,0.3273358757492301
0,94,0.3495151036143296
1,94,-0.03869974965080525
2,94,0.2057221943459201
3,94,0.052855516016326654
4,94,-0.15720581203268813
5,94,0.3478112715212033
0,95,0.37453493856894926
1,95,0.004413047791846418
2,95,0.21302718664561104
3,95,0.11457253337840767
4,95,-0.21738593593107675
5,95,0.4196198080560185
0,96,0.19675340121963308
1,96,-0.08264866937646145
2,96,0.1641183993820927
3,96,-0.11936197255765807
4,96,-0.4571828686926607
5,96,0.2658076666714497
0,97,0.1745938841941121
1,97,-0.12087301872745979
2,97,0.09938721473177381
3,97,-0.10169450961812164
4,97,-0.2580692877715892
5,97,0.28001349070943604
0,98,0.23580218622242072
1,98,-0.003697426895604927
2,98,0.1012089343065824
3,98,-0.06662214348405121
4,98,-0.2860829239010868
5,98,0.2990393237505199
0,99,0.13534211100498184
1,99,-0.14600708071314802
2,99,0.04678698359428979
3,99,-0.2984000189494317
4,99,-0.392455466836798
5,99,0.20299285650399546
0,100,0.15543205910257793
1,100,-0.08963027433304918
2,100,0.07433674265275005
3,100,-0.04400952701998101
4,100,-0.3393305366264155
5,100,0.3150307322656386
0,101,0.11382436614541308
1,101,-0.0927824766289519
2,101,0.02738766337280718
3,101,-0.219972804211163
4,101,-0.32975862411177015
5,101,0.2229501630047706
0,102,0.16731586238364504
1,102,-0.08023668690284447
2,102,0.04302653426783265
3,102,-0.08572921654566626
4,102,-0.3484507298712523
5,102,0.31626089889550213
0,103,0.27037630004097657
1,103,0.0735656888124333
2,103,0.27982179303579313
3,103,-0.02348765763083588
4,103,-0.3802400896200568
5,103,0.3723273958070047
0,104,0.46547758082888335
1,104,0.012240940531105249
2,104,0.22871971863183826
3,104,0.07223974966092317
4,104,-0.25224677625729147
5,104,0.3670825050711971
0,105,0.4817605150451154
1,105,0.25447418262640803
2,105,0.39229628277312834
3,105,0.07335610762238334
4,105,-0.020625022830131123
5,105,0.6401450236296209
0,106,0.5770746321430561
1,106,0.3015259902729319
2,106,0.39178672288722394
3,106,0.16546031956944335
4,106,0.04806863762466333
5,106,0.6695640997661869
0,107,0.45683356428096966
1,107,0.1894346181503801
2,107,0.3969175665340181
3,107,0.2115664711969208
4,107,0.032256176025586836
5,107,0.5068998781128952
0,108,0.4450764397890712
1,108,0.15786895564455133
2,108,0.4386772924509319
3,108,0.2188456862085816
4,108,-0.01858393667222541
5,108,0.5427088387425065
0,109,0.34113434591292
1,109,0.1223291382959538
2,109,0.27256305574387085
3,109,0.11314313227441808
4,109,-0.16258973046638858
5,109,0.5594930033065313
0,110,0.3511386570823434
1,110,0.08809895185394095
2,110,0.3598692987853634
3,110,0.051685719880768054
4,110,-0.19252294429119984
5,110,0.4610844255372364
0,111,0.26379528017079457
1,111,-0.07419799054569903
2,111,0.21499908448935912
3,111,-0.009659920009264411
4,111,-0.1808093573021755
5,111,0.29010509595766565
0,112,0.30193786217731916
1,112,0.002722581071521901
2,112,0.24223513611211922
3,112,0.01085872270916427
4,112,-0.15131709822372863
5,112,0.3247385576464825
0,113,0.24469474946351996
1,113,-0.018714017494889906
2,113,0.0793366458710295
3,113,-0.06524445191227812
4,113,-0.19036193471544108
5,113,0.23431213098305914
0,114,0.22007664203009178
1,114,-0.07841710158832849
2,114,0.16940515950403395
3,114,-0.16074813574660363
4,114,-0.38322188328757234
5,114,0.40068563309024113
0,115,0.11351209681610192
1,115,-0.13388006331123078
2,115,-0.0027696732442961947
3,115,-0.09755615359384512
4,115,-0.2924913293745846
5,115,0.1913236365195921
0,116,0.11127421701514156
1,116,-0.16841009216894814
2,116,0.07809614383666821
3,116,-0.06850664132765028
4,116,-0.3469669307214138
5,116,0.26795358272910175
0,117,0.12439693330821536
1,117,-0.061223122150725756
2,117,0.06845053096337894
3,117,-0.22012715297577357
4,117,-0.27418769923191605
5,117,0.24633317101674007
0,118,0.07171934603049776
1,118,-0.13782072448704002
2,118,-0.02026634926294646
3,118,-0.10078070698259972
4,118,-0.4343256328806321
5,118,0.15110415058773244
0,119,0.17299150864971163
1,119,-0.13978963831239977
2,119,0.09914008069780617
3,119,-0.1690596272464519
4,119,-0.429360247584556
5,119,0.2712491409373845
0,120,0.01946281107914194
1,120,-0.11227825573395701
2,120,0.12702005036559774
3,120,-0.057195973855528104
4,120,-0.3155553827448132
5,120,0.21823793578221845
0,121,0.11014534419437337
1,121,-0.13169660150040258
2,121,-0.00249823027145446
3,121,-0.14178289166997193
4,121,-0.4296324059934933
5,121,0.2557248866610349
0,122,0.03597134985928184
1,122,-0.12482231105774286
2,122,0.1088526984990563
3,122,-0.13985757698884171
4,122,-0.43113569528569845
5,122,0.27403343991279006
0,123,0.04470869540901737
1,123,-0.16076571813920854
2,123,-0.036854580277599525
3,123,-0.13779960789574225
4,123,-0.40591293499850284
5,123,0.09843652133519415
0,124,0.05526158972619292
1,124,-0.2164418585589568
2,124,0.03301916081408207
3,124,-0.13997931884041181
4,124,-0.5000792815494332
5,124,0.09988495470643843
0,125,0.1270113244425397
1,125,-0.12343950681678018
2,125,0.1277545002221837
3,125,-0.22927781209283113
4,125,-0.26087746759133634
5,125,0.14556114142666715
0,126,0.22471797303002994
1,126,0.01049161678344357
2,126,0.12578248381628104
3,126,-0.17345968798576983
4,126,-0.3727082416277809
5,126,0.237813864555314
0,127,0.24905781192404028
1,127,-0.0748723294732655
2,127,0.152375231295311
3,127,-0.04608140157945101
4,127,-0.2422036112961531
5,127,0.25865066770930417
0,128,0.1798789051847053
1,128,-0.021307200494705136
2,128,0.14852211684638508
3,128,-0.02356285268608138
4,128,-0.3606637932226476
5,128,0.24679220033605576
0,129,0.2201621388508544
1,129,-0.024096278868976473
2,129,0.19151316397037826
3,129,-0.04551231638455798
4,129,-0.3421077291496719
5,129,0.3741127119002257
0,130,0.2685100393966737
1,130,-0.07161371141715156
2,130,0.23725533934913395
3,130,-0.05645154164067917
4,130,-0.29754031885114907
5,130,0.3119659049374702
0,131,0.30083884707198777
1,131,0.0014860443558629977
2,131,0.24576779193888654
3,131,0.023399752634209417
4,131,-0.23458599069034808
5,131,0.41179703763440617
0,132,0.266235289657433
1,132,0.1139652566037207
2,132,0.19241319323534845
3,132,0.07304976896335347
4,132,-0.1056903794455793
5,132,0.40895166538052125
0,133,0.2570575884235184
1,133,-0.03320715920830644
2,133,0.18951121023270243
3,133,-0.037632822180610676
4,133,-0.23980003402707095
5,133,0.2855733844927843
0,134,0.2557806201271327
1,134,-0.12907392630047232
2,134,0.16757927727385302
3,134,-0.04447441079641945
4,134,-0.26164145693574253
5,134,0.2854836297083376
0,135,0.14246370200222613
1,135,-0.17945912010620496
2,135,0.023939263369647523
3,135,-0.1112715904841064
4,135,-0.4407139784412625
5,135,0.2697954224253279
0,136,0.14947444376916397
1,136,-0.11545771090724741
2,136,0.08441874451732334
3,136,-0.12250084592635833
4,136,-0.38301104179264184
5,136,0.23007976244713488
0,137,0.20603074176005498
1,137,-0.028802454480028744
2,137,0.15915565123597497
3,137,-0.12875551376413236
4,137,-0.274398271029361
5,137,0.3655690304366743
0,138,0.22401251423379015
1,138,-0.06179125465776236
2,138,0.07949372242796005
3,138,-0.09328362528615836
4,138,-0.3406824513058625
5,138,0.2628538516967851
0,139,0.25853991753065686
1,139,-0.05370955492497387
2,139,0.1322705841980621
3,139,-0.034044009589213636
4,139,-0.4184089351889933
5,139,0.3022651867727807
0,140,0.22040156909057126
1,140,0.024094584545662018
2,140,0.2115768342293089
3,140,-0.008758761123598968
4,140,-0.1912417400998313
5,140,0.3465499767586079
0,141,0.31376409536076555
1,141,8.270398938756834E-4
2,141,0.22485413787644812
3,141,-0.024910769487984707
4,141,-0.33418596335090445
5,141,0.338871536703441
0,142,0.3304666751702434
1,142,0.015942596876289176
2,142,0.17098379716671736
3,142,-0.034873390282984404
4,142,-0.3427265266491706
5,142,0.33174238076349705
0,143,0.14297910946283723
1,143,-0.14910427647270005
2,143,0.05768610834904164
3,143,-0.10405570858164315
4,143,-0.4688153818003403
5,143,0.18292273413755866
0,144,0.09079701556451003
1,144,-0.13135661395635512
2,144,0.11828804355942167
3,144,-0.19932611544725337
4,144,-0.432786879565917
5,144,0.2444048140731981
0,145,0.23034291707310656
1,145,-0.04690801690490617
2,145,0.0832943505656107
3,145,-0.12412405341798216
4,145,-0.3039971381565091
5,145,0.2904285791173702
0,146,0.15494481024585077
1,146,-0.11724692620458022
2,146,0.10388690617130703
3,146,-0.179371805496839
4,146,-0.5448507122266075
5,146,0.2588401458220009
0,147,0.16137558578381778
1,147,-0.09518709648495793
2,147,0.08139016884629818
3,147,-0.07114228765579739
4,147,-0.3494087837258242
5,147,0.24206154200036223
0,148,0.19430834751160594
1,148,0.018748080145316648
2,148,0.14206357796391192
3,148,-0.10395880531817342
4,148,-0.23491408490300472
5,148,0.3363796683078852
0,149,0.28004566210659343
1,149,-0.06977950696227175
2,149,0.16743706765669067
3,149,-0.09832279433304053
4,149,-0.23139317458133202
5,149,0.2910832481521016
0,150,0.15705218589310788
1,150,-0.051731564102879934
2,150,0.2229029918028629
3,150,-0.04071945248369613
4,150,-0.22243303009244084
5,150,0.2750026606844608
0,151,0.10995865757004028
1,151,-0.07801933747383057
2,151,0.12977768405040677
3,151,-0.11669071901303374
4,151,-0.226980260112511
5,151,0.24714727640216738
0,152,0.2211876566869142
1,152,-0.1738983212816898
2,152,0.07267047788742853
3,152,-0.12190081124809526
4,152,-0.4443523628037604
5,152,0.2327173882796411
0,153,0.07446670768104109
1,153,-0.14330390654117459
2,153,0.06771690460647359
3,153,-0.15294056716199134
4,153,-0.4267462458269671
5,153,0.16338814909244675
0,154,0.15145680708846615
1,154,-0.141467822233187
2,154,0.002070446042486754
3,154,-0.2048017760407389
4,154,-0.44933879033731394
5,154,0.22060013191362232
0,155,0.2459529693511324
1,155,-0.007481088948083858
2,155,0.12125491300745014
3,155,-0.16172710310758354
4,155,-0.28830444664368804
5,155,0.32351069433935886
0,156,0.1606101733800712
1,156,-0.1599673631626776
2,156,0.0825979269083377
3,156,-0.179361145788134
4,156,-0.1994657772406303
5,156,0.2722055648367574
0,157,0.23134331591894555
1,157,0.005766782294846923
2,157,0.19006018021612042
3,157,0.07483480501349177
4,157,-0.25049015939459895
5,157,0.47097863700455084
0,158,0.3352914791627697
1,158,0.03465294185224799
2,158,0.2660656517375869
3,158,0.02260317376801262
4,158,-0.17716318097921024
5,158,0.4090928383445507
0,159,0.3516303625505903
1,159,0.14414075548025074
2,159,0.27804556706237904
3,159,0.021518630991916005
4,159,-0.26773101997220816
5,159,0.3675626283714673
0,160,0.3502506112462951
1,160,0.10573400530383323
2,160,0.18097926063276937
3,160,-0.06040456662578078
4,160,-0.30250000402519805
5,160,0.372423167858595
0,161,0.5648660797171298
1,161,0.14290491468116343
2,161,0.3942458984198611
3,161,0.15559088263983048
4,161,-0.045723350608016966
5,161,0.557220914906787
0,162,0.5592155070612301
1,162,0.23918541889308276
2,162,0.45991099923514506
3,162,0.22161199587484642
4,162,0.0631227474617091
5,162,0.5989073625420978
0,163,0.4622004907750809
1,163,0.2682159768274635
2,163,0.47857779011668333
3,163,0.24710941005199968
4,163,-0.05729526848352434
5,163,0.6245148849803344
0,164,0.4922580609839209
1,164,0.2682935143541164
2,164,0.4528128507142466
3,164,0.17189216579778507
4,164,0.05067628250275369
5,164,0.4993019562108727
0,165,0.3177380984665422
1,165,0.10818875264694677
2,165,0.3757074669469932
3,165,0.08235356246627676
4,165,-0.081584881051004
5,165,0.46533577116002856
0,166,0.41879271886636876
1,166,0.042303099682541576
2,166,0.26887007803637314
3,166,-0.03232313547272636
4,166,-0.14206108787732497
5,166,0.4344043551532843
0,167,0.3854611009618982
1,167,0.09897333036188825
2,167,0.284563797651165
3,167,0.14472032398749873
4,167,-0.1311871567468088
5,167,0.3890314279575895
0,168,0.3549487094453639
1,168,-0.0030722569716600534
2,168,0.3161722849819696
3,168,0.09683685851022883
4,168,-0.037221960769053763
5,168,0.3764495761514006
0,169,0.3829283326400856
1,169,0.1695638803184919
2,169,0.35398177049858637
3,169,0.11160835140211933
4,169,0.029996279868684805
5,169,0.5889077311508699
0,170,0.5232565367240233
1,170,0.17464146240730954
2,170,0.4671926773052447
3,170,0.24152519086816174
4,170,0.012095816543360005
5,170,0.5943255598825694
0,171,0.41568673124388394
1,171,0.09477974708867354
2,171,0.34514845075236017
3,171,0.14750915222802738
4,171,-0.01342011423553563
5,171,0.5132989241516559
0,172,0.300767004327922
1,172,0.031675989470419996
2,172,0.29095650899146175
3,172,0.1540313901554978
4,172,-0.10426505533284103
5,172,0.429599800714782
0,173,0.3154438939423187
1,173,0.10262453518505421
2,173,0.25194910415412575
3,173,0.0670660966436526
4,173,-0.19573647709224373
5,173,0.34014560906375413
0,174,0.376227864658495
1,174,0.06765222621279388
2,174,0.27065586932488817
3,174,0.002674650987459448
4,174,-0.19820225280318443
5,174,0.4876709597713819
0,175,0.41247091243426126
1,175,0.1057764327756876
2,175,0.3082480462462419
3,175,0.06407845296024439
4,175,-0.08989640417434297
